"","ZIPCODE","Calls311","Shelters","Crime","TotalHomeless","TotalSheltered","TotalUnsheltered","YouthHomeless","city.x","state.x","LATITUDE.x","LONGITUDE.x","CRIME.CODE.DESCRIPTION","LOCATION","LATITUDE.y","LONGITUDE.y","city.y","state.y"
"785",92210,NA,NA,NA,NA,NA,NA,NA,"Indian Wells","CA",33.7013,-116.3415,NA,NA,NA,NA,NA,NA
"786",92211,NA,NA,NA,NA,NA,NA,NA,"Palm Desert","CA",33.7594,-116.3232,NA,NA,NA,NA,NA,NA
"787",92220,NA,NA,NA,NA,NA,NA,NA,"Banning","CA",33.9208,-116.879,NA,NA,NA,NA,NA,NA
"788",92222,NA,NA,NA,NA,NA,NA,NA,"Bard","CA",32.7822,-114.5619,NA,NA,NA,NA,NA,NA
"789",92223,NA,NA,NA,NA,NA,NA,NA,"Beaumont","CA",33.9453,-116.9759,NA,NA,NA,NA,NA,NA
"790",92225,NA,NA,NA,NA,NA,NA,NA,"Blythe","CA",33.6283,-114.6191,NA,NA,NA,NA,NA,NA
"791",92226,NA,NA,NA,NA,NA,NA,NA,"Blythe","CA",33.5987,-114.6525,NA,NA,NA,NA,NA,NA
"792",92227,NA,NA,NA,NA,NA,NA,NA,"Brawley","CA",32.9898,-115.5048,NA,NA,NA,NA,NA,NA
"793",92230,NA,NA,NA,NA,NA,NA,NA,"Cabazon","CA",33.9114,-116.7683,NA,NA,NA,NA,NA,NA
"794",92231,NA,NA,NA,NA,NA,NA,NA,"Calexico","CA",32.6835,-115.4828,NA,NA,NA,NA,NA,NA
"795",92232,NA,NA,NA,NA,NA,NA,NA,"Calexico","CA",33.0262,-115.2846,NA,NA,NA,NA,NA,NA
"796",92233,NA,NA,NA,NA,NA,NA,NA,"Calipatria","CA",33.1318,-115.5121,NA,NA,NA,NA,NA,NA
"797",92234,NA,NA,NA,NA,NA,NA,NA,"Cathedral City","CA",33.8078,-116.4647,NA,NA,NA,NA,NA,NA
"798",92235,NA,NA,NA,NA,NA,NA,NA,"Cathedral City","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"799",92236,NA,NA,NA,NA,NA,NA,NA,"Coachella","CA",33.6799,-116.1766,NA,NA,NA,NA,NA,NA
"800",92239,NA,NA,NA,NA,NA,NA,NA,"Desert Center","CA",33.83,-115.4012,NA,NA,NA,NA,NA,NA
"801",92240,NA,NA,NA,NA,NA,NA,NA,"Desert Hot Springs","CA",33.9523,-116.508,NA,NA,NA,NA,NA,NA
"802",92241,NA,NA,NA,NA,NA,NA,NA,"Desert Hot Springs","CA",33.9044,-116.3863,NA,NA,NA,NA,NA,NA
"803",92242,NA,NA,NA,NA,NA,NA,NA,"Earp","CA",34.1372,-114.3582,NA,NA,NA,NA,NA,NA
"804",92243,NA,NA,NA,NA,NA,NA,NA,"El Centro","CA",32.7834,-115.5775,NA,NA,NA,NA,NA,NA
"805",92244,NA,NA,NA,NA,NA,NA,NA,"El Centro","CA",32.7948,-115.6927,NA,NA,NA,NA,NA,NA
"806",92249,NA,NA,NA,NA,NA,NA,NA,"Heber","CA",32.7269,-115.5125,NA,NA,NA,NA,NA,NA
"807",92250,NA,NA,NA,NA,NA,NA,NA,"Holtville","CA",32.8003,-115.3537,NA,NA,NA,NA,NA,NA
"808",92251,NA,NA,NA,NA,NA,NA,NA,"Imperial","CA",32.8535,-115.5894,NA,NA,NA,NA,NA,NA
"809",92252,NA,NA,NA,NA,NA,NA,NA,"Joshua Tree","CA",34.1759,-116.2914,NA,NA,NA,NA,NA,NA
"810",92253,NA,NA,NA,NA,NA,NA,NA,"La Quinta","CA",33.6754,-116.2965,NA,NA,NA,NA,NA,NA
"811",92254,NA,NA,NA,NA,NA,NA,NA,"Mecca","CA",33.5438,-115.994,NA,NA,NA,NA,NA,NA
"812",92255,NA,NA,NA,NA,NA,NA,NA,"Palm Desert","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"813",92256,NA,NA,NA,NA,NA,NA,NA,"Morongo Valley","CA",34.0666,-116.5595,NA,NA,NA,NA,NA,NA
"814",92257,NA,NA,NA,NA,NA,NA,NA,"Niland","CA",33.3309,-115.6158,NA,NA,NA,NA,NA,NA
"815",92258,NA,NA,NA,NA,NA,NA,NA,"North Palm Springs","CA",33.9215,-116.567,NA,NA,NA,NA,NA,NA
"816",92259,NA,NA,NA,NA,NA,NA,NA,"Ocotillo","CA",32.722,-115.96,NA,NA,NA,NA,NA,NA
"817",92260,NA,NA,NA,NA,NA,NA,NA,"Palm Desert","CA",33.7157,-116.385,NA,NA,NA,NA,NA,NA
"818",92261,NA,NA,NA,NA,NA,NA,NA,"Palm Desert","CA",33.6604,-116.4082,NA,NA,NA,NA,NA,NA
"819",92262,NA,NA,NA,NA,NA,NA,NA,"Palm Springs","CA",33.843,-116.5434,NA,NA,NA,NA,NA,NA
"820",92263,NA,NA,NA,NA,NA,NA,NA,"Palm Springs","CA",33.7611,-116.5359,NA,NA,NA,NA,NA,NA
"821",92264,NA,NA,NA,NA,NA,NA,NA,"Palm Springs","CA",33.7987,-116.5189,NA,NA,NA,NA,NA,NA
"822",92266,NA,NA,NA,NA,NA,NA,NA,"Palo Verde","CA",33.3875,-114.7135,NA,NA,NA,NA,NA,NA
"823",92267,NA,NA,NA,NA,NA,NA,NA,"Parker Dam","CA",34.287,-114.1725,NA,NA,NA,NA,NA,NA
"824",92268,NA,NA,NA,NA,NA,NA,NA,"Pioneertown","CA",34.2032,-116.5657,NA,NA,NA,NA,NA,NA
"825",92270,NA,NA,NA,NA,NA,NA,NA,"Rancho Mirage","CA",33.7629,-116.4225,NA,NA,NA,NA,NA,NA
"826",92271,NA,NA,NA,NA,NA,NA,NA,"Rancho Mirage","CA",33.5316,-114.8924,NA,NA,NA,NA,NA,NA
"827",92273,NA,NA,NA,NA,NA,NA,NA,"Seeley","CA",32.7926,-115.6916,NA,NA,NA,NA,NA,NA
"828",92274,NA,NA,NA,NA,NA,NA,NA,"Thermal","CA",33.4663,-116.0688,NA,NA,NA,NA,NA,NA
"829",92275,NA,NA,NA,NA,NA,NA,NA,"Salton City","CA",33.2893,-115.9565,NA,NA,NA,NA,NA,NA
"830",92276,NA,NA,NA,NA,NA,NA,NA,"Thousand Palms","CA",33.8213,-116.3802,NA,NA,NA,NA,NA,NA
"831",92277,NA,NA,NA,NA,NA,NA,NA,"Twentynine Palms","CA",34.1657,-116.0334,NA,NA,NA,NA,NA,NA
"832",92278,NA,NA,NA,NA,NA,NA,NA,"Twentynine Palms","CA",34.3602,-116.2096,NA,NA,NA,NA,NA,NA
"833",92280,NA,NA,NA,NA,NA,NA,NA,"Vidal","CA",34.1435,-114.6241,NA,NA,NA,NA,NA,NA
"834",92281,NA,NA,NA,NA,NA,NA,NA,"Westmorland","CA",33.0371,-115.6194,NA,NA,NA,NA,NA,NA
"835",92282,NA,NA,NA,NA,NA,NA,NA,"White Water","CA",33.9415,-116.6451,NA,NA,NA,NA,NA,NA
"836",92283,NA,NA,NA,NA,NA,NA,NA,"Winterhaven","CA",32.7868,-114.6259,NA,NA,NA,NA,NA,NA
"837",92284,NA,NA,NA,NA,NA,NA,NA,"Yucca Valley","CA",34.1618,-116.4125,NA,NA,NA,NA,NA,NA
"838",92285,NA,NA,NA,NA,NA,NA,NA,"Landers","CA",34.3104,-116.4501,NA,NA,NA,NA,NA,NA
"839",92286,NA,NA,NA,NA,NA,NA,NA,"Yucca Valley","CA",34.1803,-116.35,NA,NA,NA,NA,NA,NA
"840",92292,NA,NA,NA,NA,NA,NA,NA,"Palm Springs","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"841",92301,NA,NA,NA,NA,NA,NA,NA,"Adelanto","CA",34.6417,-117.508,NA,NA,NA,NA,NA,NA
"842",92304,NA,NA,NA,NA,NA,NA,NA,"Amboy","CA",34.5481,-115.658,NA,NA,NA,NA,NA,NA
"843",92305,NA,NA,NA,NA,NA,NA,NA,"Angelus Oaks","CA",34.1725,-116.8759,NA,NA,NA,NA,NA,NA
"844",92307,NA,NA,NA,NA,NA,NA,NA,"Apple Valley","CA",34.5386,-117.1773,NA,NA,NA,NA,NA,NA
"845",92308,NA,NA,NA,NA,NA,NA,NA,"Apple Valley","CA",34.448,-117.1922,NA,NA,NA,NA,NA,NA
"846",92309,NA,NA,NA,NA,NA,NA,NA,"Baker","CA",35.273,-116.065,NA,NA,NA,NA,NA,NA
"847",92310,NA,NA,NA,NA,NA,NA,NA,"Fort Irwin","CA",35.2628,-116.6945,NA,NA,NA,NA,NA,NA
"848",92311,NA,NA,NA,NA,NA,NA,NA,"Barstow","CA",34.8942,-117.0364,NA,NA,NA,NA,NA,NA
"849",92312,NA,NA,NA,NA,NA,NA,NA,"Barstow","CA",34.2016,-116.9062,NA,NA,NA,NA,NA,NA
"850",92313,NA,NA,NA,NA,NA,NA,NA,"Grand Terrace","CA",34.0307,-117.3117,NA,NA,NA,NA,NA,NA
"851",92314,NA,NA,NA,NA,NA,NA,NA,"Big Bear City","CA",34.2554,-116.8544,NA,NA,NA,NA,NA,NA
"852",92315,NA,NA,NA,NA,NA,NA,NA,"Big Bear Lake","CA",34.2413,-116.9033,NA,NA,NA,NA,NA,NA
"853",92316,NA,NA,NA,NA,NA,NA,NA,"Bloomington","CA",34.0641,-117.3943,NA,NA,NA,NA,NA,NA
"854",92317,NA,NA,NA,NA,NA,NA,NA,"Blue Jay","CA",34.2456,-117.23,NA,NA,NA,NA,NA,NA
"855",92318,NA,NA,NA,NA,NA,NA,NA,"Bryn Mawr","CA",34.0485,-117.2327,NA,NA,NA,NA,NA,NA
"856",92320,NA,NA,NA,NA,NA,NA,NA,"Calimesa","CA",33.9846,-117.0377,NA,NA,NA,NA,NA,NA
"857",92321,NA,NA,NA,NA,NA,NA,NA,"Cedar Glen","CA",34.2542,-117.1756,NA,NA,NA,NA,NA,NA
"858",92322,NA,NA,NA,NA,NA,NA,NA,"Cedarpines Park","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"859",92323,NA,NA,NA,NA,NA,NA,NA,"Cima","CA",35.1872,-115.3973,NA,NA,NA,NA,NA,NA
"860",92324,NA,NA,NA,NA,NA,NA,NA,"Colton","CA",34.0619,-117.32,NA,NA,NA,NA,NA,NA
"861",92325,NA,NA,NA,NA,NA,NA,NA,"Crestline","CA",34.2426,-117.2865,NA,NA,NA,NA,NA,NA
"862",92326,NA,NA,NA,NA,NA,NA,NA,"Crest Park","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"863",92327,NA,NA,NA,NA,NA,NA,NA,"Daggett","CA",34.8668,-116.8638,NA,NA,NA,NA,NA,NA
"864",92328,NA,NA,NA,NA,NA,NA,NA,"Death Valley","CA",35.9456,-117.203,NA,NA,NA,NA,NA,NA
"865",92329,NA,NA,NA,NA,NA,NA,NA,"Phelan","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"866",92332,NA,NA,NA,NA,NA,NA,NA,"Essex","CA",35.0022,-115.2394,NA,NA,NA,NA,NA,NA
"867",92333,NA,NA,NA,NA,NA,NA,NA,"Fawnskin","CA",34.2683,-116.9384,NA,NA,NA,NA,NA,NA
"868",92334,NA,NA,NA,NA,NA,NA,NA,"Fontana","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"869",92335,NA,NA,NA,NA,NA,NA,NA,"Fontana","CA",34.0889,-117.4521,NA,NA,NA,NA,NA,NA
"870",92336,NA,NA,NA,NA,NA,NA,NA,"Fontana","CA",34.1251,-117.4582,NA,NA,NA,NA,NA,NA
"871",92337,NA,NA,NA,NA,NA,NA,NA,"Fontana","CA",34.047,-117.481,NA,NA,NA,NA,NA,NA
"872",92338,NA,NA,NA,NA,NA,NA,NA,"Ludlow","CA",34.7203,-116.1982,NA,NA,NA,NA,NA,NA
"873",92339,NA,NA,NA,NA,NA,NA,NA,"Forest Falls","CA",34.0871,-116.923,NA,NA,NA,NA,NA,NA
"874",92340,NA,NA,NA,NA,NA,NA,NA,"Hesperia","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"875",92341,NA,NA,NA,NA,NA,NA,NA,"Green Valley Lake","CA",34.2415,-117.0745,NA,NA,NA,NA,NA,NA
"876",92342,NA,NA,NA,NA,NA,NA,NA,"Helendale","CA",34.7617,-117.3344,NA,NA,NA,NA,NA,NA
"877",92345,NA,NA,NA,NA,NA,NA,NA,"Hesperia","CA",34.4,-117.34,NA,NA,NA,NA,NA,NA
"878",92346,NA,NA,NA,NA,NA,NA,NA,"Highland","CA",34.1272,-117.2007,NA,NA,NA,NA,NA,NA
"879",92347,NA,NA,NA,NA,NA,NA,NA,"Hinkley","CA",34.9562,-117.2199,NA,NA,NA,NA,NA,NA
"880",92350,NA,NA,NA,NA,NA,NA,NA,"Loma Linda","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"881",92352,NA,NA,NA,NA,NA,NA,NA,"Lake Arrowhead","CA",34.2563,-117.1913,NA,NA,NA,NA,NA,NA
"882",92354,NA,NA,NA,NA,NA,NA,NA,"Loma Linda","CA",34.0508,-117.2533,NA,NA,NA,NA,NA,NA
"883",92356,NA,NA,NA,NA,NA,NA,NA,"Lucerne Valley","CA",34.4812,-116.906,NA,NA,NA,NA,NA,NA
"884",92357,NA,NA,NA,NA,NA,NA,NA,"Loma Linda","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"885",92358,NA,NA,NA,NA,NA,NA,NA,"Lytle Creek","CA",34.2293,-117.5208,NA,NA,NA,NA,NA,NA
"886",92359,NA,NA,NA,NA,NA,NA,NA,"Mentone","CA",34.0835,-117.0969,NA,NA,NA,NA,NA,NA
"887",92363,NA,NA,NA,NA,NA,NA,NA,"Needles","CA",34.8087,-114.6266,NA,NA,NA,NA,NA,NA
"888",92364,NA,NA,NA,NA,NA,NA,NA,"Nipton","CA",35.4602,-115.4947,NA,NA,NA,NA,NA,NA
"889",92365,NA,NA,NA,NA,NA,NA,NA,"Newberry Springs","CA",34.8963,-116.6364,NA,NA,NA,NA,NA,NA
"890",92366,NA,NA,NA,NA,NA,NA,NA,"Mountain Pass","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"891",92368,NA,NA,NA,NA,NA,NA,NA,"Oro Grande","CA",34.6341,-117.3061,NA,NA,NA,NA,NA,NA
"892",92369,NA,NA,NA,NA,NA,NA,NA,"Patton","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"893",92371,NA,NA,NA,NA,NA,NA,NA,"Phelan","CA",34.4535,-117.5339,NA,NA,NA,NA,NA,NA
"894",92372,NA,NA,NA,NA,NA,NA,NA,"Pinon Hills","CA",34.4465,-117.6341,NA,NA,NA,NA,NA,NA
"895",92373,NA,NA,NA,NA,NA,NA,NA,"Redlands","CA",34.0347,-117.1731,NA,NA,NA,NA,NA,NA
"896",92374,NA,NA,NA,NA,NA,NA,NA,"Redlands","CA",34.0633,-117.1689,NA,NA,NA,NA,NA,NA
"897",92375,NA,NA,NA,NA,NA,NA,NA,"Redlands","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"898",92376,NA,NA,NA,NA,NA,NA,NA,"Rialto","CA",34.1095,-117.3762,NA,NA,NA,NA,NA,NA
"899",92377,NA,NA,NA,NA,NA,NA,NA,"Rialto","CA",34.1512,-117.3987,NA,NA,NA,NA,NA,NA
"900",92378,NA,NA,NA,NA,NA,NA,NA,"Rimforest","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"901",92382,NA,NA,NA,NA,NA,NA,NA,"Running Springs","CA",34.2056,-117.105,NA,NA,NA,NA,NA,NA
"902",92384,NA,NA,NA,NA,NA,NA,NA,"Shoshone","CA",35.9476,-116.2704,NA,NA,NA,NA,NA,NA
"903",92385,NA,NA,NA,NA,NA,NA,NA,"Skyforest","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"904",92386,NA,NA,NA,NA,NA,NA,NA,"Sugarloaf","CA",34.2444,-116.8296,NA,NA,NA,NA,NA,NA
"905",92389,NA,NA,NA,NA,NA,NA,NA,"Tecopa","CA",35.8486,-116.2263,NA,NA,NA,NA,NA,NA
"906",92391,NA,NA,NA,NA,NA,NA,NA,"Twin Peaks","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"907",92392,NA,NA,NA,NA,NA,NA,NA,"Victorville","CA",34.4895,-117.3532,NA,NA,NA,NA,NA,NA
"908",92393,NA,NA,NA,NA,NA,NA,NA,"Victorville","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"909",92394,NA,NA,NA,NA,NA,NA,NA,"Victorville","CA",34.5597,-117.3577,NA,NA,NA,NA,NA,NA
"910",92396,NA,NA,NA,NA,NA,NA,NA,"Winchester","CA",33.7144,-117.0694,NA,NA,NA,NA,NA,NA
"911",92397,NA,NA,NA,NA,NA,NA,NA,"Wrightwood","CA",34.3588,-117.6275,NA,NA,NA,NA,NA,NA
"912",92398,NA,NA,NA,NA,NA,NA,NA,"Yermo","CA",34.9095,-116.8406,NA,NA,NA,NA,NA,NA
"913",92399,NA,NA,NA,NA,NA,NA,NA,"Yucaipa","CA",34.0336,-117.0378,NA,NA,NA,NA,NA,NA
"914",92401,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.1051,-117.2908,NA,NA,NA,NA,NA,NA
"915",92402,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.2139,-117.1272,NA,NA,NA,NA,NA,NA
"916",92403,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"917",92404,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.1486,-117.263,NA,NA,NA,NA,NA,NA
"918",92405,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.1417,-117.2972,NA,NA,NA,NA,NA,NA
"919",92406,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"920",92407,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.1982,-117.3583,NA,NA,NA,NA,NA,NA
"921",92408,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.0807,-117.2736,NA,NA,NA,NA,NA,NA
"922",92410,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.107,-117.2975,NA,NA,NA,NA,NA,NA
"923",92411,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.1205,-117.3176,NA,NA,NA,NA,NA,NA
"924",92412,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"925",92413,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"926",92414,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"927",92415,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"928",92416,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"929",92418,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"930",92420,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"931",92423,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"932",92424,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"933",92427,NA,NA,NA,NA,NA,NA,NA,"San Bernardino","CA",34.2622,-116.8615,NA,NA,NA,NA,NA,NA
"934",92501,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.9912,-117.3707,NA,NA,NA,NA,NA,NA
"935",92502,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"936",92503,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.9136,-117.4605,NA,NA,NA,NA,NA,NA
"937",92504,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.9263,-117.4094,NA,NA,NA,NA,NA,NA
"938",92505,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.9218,-117.4881,NA,NA,NA,NA,NA,NA
"939",92506,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.9436,-117.3724,NA,NA,NA,NA,NA,NA
"940",92507,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.979,-117.3365,NA,NA,NA,NA,NA,NA
"941",92508,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.8903,-117.3212,NA,NA,NA,NA,NA,NA
"942",92509,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.9988,-117.447,NA,NA,NA,NA,NA,NA
"943",92513,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"944",92514,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"945",92515,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"946",92516,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"947",92517,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"948",92518,NA,NA,NA,NA,NA,NA,NA,"March Air Force Base","CA",33.8911,-117.2726,NA,NA,NA,NA,NA,NA
"949",92519,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"950",92521,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"951",92522,NA,NA,NA,NA,NA,NA,NA,"Riverside","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"952",92530,NA,NA,NA,NA,NA,NA,NA,"Lake Elsinore","CA",33.6759,-117.3495,NA,NA,NA,NA,NA,NA
"953",92531,NA,NA,NA,NA,NA,NA,NA,"Lake Elsinore","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"954",92532,NA,NA,NA,NA,NA,NA,NA,"Lake Elsinore","CA",33.6965,-117.3247,NA,NA,NA,NA,NA,NA
"955",92536,NA,NA,NA,NA,NA,NA,NA,"Aguanga","CA",33.486,-116.82,NA,NA,NA,NA,NA,NA
"956",92539,NA,NA,NA,NA,NA,NA,NA,"Anza","CA",33.5506,-116.6736,NA,NA,NA,NA,NA,NA
"957",92543,NA,NA,NA,NA,NA,NA,NA,"Hemet","CA",33.7354,-116.974,NA,NA,NA,NA,NA,NA
"958",92544,NA,NA,NA,NA,NA,NA,NA,"Hemet","CA",33.7088,-116.9095,NA,NA,NA,NA,NA,NA
"959",92545,NA,NA,NA,NA,NA,NA,NA,"Hemet","CA",33.7367,-117.0217,NA,NA,NA,NA,NA,NA
"960",92546,NA,NA,NA,NA,NA,NA,NA,"Hemet","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"961",92548,NA,NA,NA,NA,NA,NA,NA,"Homeland","CA",33.7497,-117.1171,NA,NA,NA,NA,NA,NA
"962",92549,NA,NA,NA,NA,NA,NA,NA,"Idyllwild","CA",33.7508,-116.7256,NA,NA,NA,NA,NA,NA
"963",92551,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.889,-117.2205,NA,NA,NA,NA,NA,NA
"964",92552,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"965",92553,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.9232,-117.2421,NA,NA,NA,NA,NA,NA
"966",92554,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.522,-115.9159,NA,NA,NA,NA,NA,NA
"967",92555,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.9228,-117.1684,NA,NA,NA,NA,NA,NA
"968",92556,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"969",92557,NA,NA,NA,NA,NA,NA,NA,"Moreno Valley","CA",33.958,-117.2483,NA,NA,NA,NA,NA,NA
"970",92561,NA,NA,NA,NA,NA,NA,NA,"Mountain Center","CA",33.632,-116.5588,NA,NA,NA,NA,NA,NA
"971",92562,NA,NA,NA,NA,NA,NA,NA,"Murrieta","CA",33.5686,-117.2526,NA,NA,NA,NA,NA,NA
"972",92563,NA,NA,NA,NA,NA,NA,NA,"Murrieta","CA",33.5712,-117.1536,NA,NA,NA,NA,NA,NA
"973",92564,NA,NA,NA,NA,NA,NA,NA,"Murrieta","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"974",92567,NA,NA,NA,NA,NA,NA,NA,"Nuevo","CA",33.8198,-117.1178,NA,NA,NA,NA,NA,NA
"975",92570,NA,NA,NA,NA,NA,NA,NA,"Perris","CA",33.7841,-117.2981,NA,NA,NA,NA,NA,NA
"976",92571,NA,NA,NA,NA,NA,NA,NA,"Perris","CA",33.8221,-117.2151,NA,NA,NA,NA,NA,NA
"977",92572,NA,NA,NA,NA,NA,NA,NA,"Perris","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"978",92581,NA,NA,NA,NA,NA,NA,NA,"San Jacinto","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"979",92582,NA,NA,NA,NA,NA,NA,NA,"San Jacinto","CA",33.7962,-117.0005,NA,NA,NA,NA,NA,NA
"980",92583,NA,NA,NA,NA,NA,NA,NA,"San Jacinto","CA",33.7885,-116.9513,NA,NA,NA,NA,NA,NA
"981",92584,NA,NA,NA,NA,NA,NA,NA,"Menifee","CA",33.6604,-117.1899,NA,NA,NA,NA,NA,NA
"982",92585,NA,NA,NA,NA,NA,NA,NA,"Sun City","CA",33.7429,-117.1743,NA,NA,NA,NA,NA,NA
"983",92586,NA,NA,NA,NA,NA,NA,NA,"Sun City","CA",33.706,-117.1974,NA,NA,NA,NA,NA,NA
"984",92587,NA,NA,NA,NA,NA,NA,NA,"Sun City","CA",33.6929,-117.2504,NA,NA,NA,NA,NA,NA
"985",92589,NA,NA,NA,NA,NA,NA,NA,"Temecula","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"986",92590,NA,NA,NA,NA,NA,NA,NA,"Temecula","CA",33.4795,-117.2093,NA,NA,NA,NA,NA,NA
"987",92591,NA,NA,NA,NA,NA,NA,NA,"Temecula","CA",33.5278,-117.1206,NA,NA,NA,NA,NA,NA
"988",92592,NA,NA,NA,NA,NA,NA,NA,"Temecula","CA",33.4953,-117.0766,NA,NA,NA,NA,NA,NA
"989",92593,NA,NA,NA,NA,NA,NA,NA,"Temecula","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"990",92595,NA,NA,NA,NA,NA,NA,NA,"Wildomar","CA",33.6144,-117.2608,NA,NA,NA,NA,NA,NA
"991",92596,NA,NA,NA,NA,NA,NA,NA,"Winchester","CA",33.6532,-117.0799,NA,NA,NA,NA,NA,NA
"992",92599,NA,NA,NA,NA,NA,NA,NA,"Perris","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"993",92602,NA,NA,NA,NA,NA,NA,NA,"Irvine","CA",33.733,-117.7693,NA,NA,NA,NA,NA,NA
"994",92603,NA,NA,NA,NA,NA,NA,NA,"Irvine","CA",33.6489,-117.7646,NA,NA,NA,NA,NA,NA
