"","ZIPCODE","Calls311","Shelters","Crime","TotalHomeless","TotalSheltered","TotalUnsheltered","YouthHomeless","city.x","state.x","LATITUDE.x","LONGITUDE.x","CRIME.CODE.DESCRIPTION","LOCATION","LATITUDE.y","LONGITUDE.y","city.y","state.y"
"573",91749,NA,NA,NA,NA,NA,NA,NA,"La Puente","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"574",91752,NA,NA,NA,NA,NA,NA,NA,"Mira Loma","CA",34.0018,-117.5276,NA,NA,NA,NA,NA,NA
"575",91758,NA,NA,NA,NA,NA,NA,NA,"Ontario","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"576",91759,NA,NA,NA,NA,NA,NA,NA,"Mt Baldy","CA",34.2316,-117.6611,NA,NA,NA,NA,NA,NA
"577",91760,NA,NA,NA,NA,NA,NA,NA,"Norco","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"578",91761,NA,NA,NA,NA,NA,NA,NA,"Ontario","CA",34.0361,-117.6086,NA,NA,NA,NA,NA,NA
"579",91762,NA,NA,NA,NA,NA,NA,NA,"Ontario","CA",34.0576,-117.6656,NA,NA,NA,NA,NA,NA
"580",91763,NA,NA,NA,NA,NA,NA,NA,"Montclair","CA",34.0704,-117.6994,NA,NA,NA,NA,NA,NA
"581",91764,NA,NA,NA,NA,NA,NA,NA,"Ontario","CA",34.0773,-117.6222,NA,NA,NA,NA,NA,NA
"582",91784,NA,NA,NA,NA,NA,NA,NA,"Upland","CA",34.1386,-117.6636,NA,NA,NA,NA,NA,NA
"583",91785,NA,NA,NA,NA,NA,NA,NA,"Upland","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"584",91795,NA,NA,NA,NA,NA,NA,NA,"Walnut","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"585",91797,NA,NA,NA,NA,NA,NA,NA,"Pomona","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"586",91798,NA,NA,NA,NA,NA,NA,NA,"Ontario","CA",34.84,-115.9671,NA,NA,NA,NA,NA,NA
"587",91799,NA,NA,NA,NA,NA,NA,NA,"Pomona","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"588",91804,NA,NA,NA,NA,NA,NA,NA,"Alhambra","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"589",91841,NA,NA,NA,NA,NA,NA,NA,"Alhambra","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"590",91896,NA,NA,NA,NA,NA,NA,NA,"Alhambra","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"591",91899,NA,NA,NA,NA,NA,NA,NA,"Alhambra","CA",33.7866,-118.2987,NA,NA,NA,NA,NA,NA
"592",91901,NA,NA,NA,NA,NA,NA,NA,"Alpine","CA",32.8231,-116.7386,NA,NA,NA,NA,NA,NA
"593",91902,NA,NA,NA,NA,NA,NA,NA,"Bonita","CA",32.6638,-117.0246,NA,NA,NA,NA,NA,NA
"594",91903,NA,NA,NA,NA,NA,NA,NA,"Alpine","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"595",91905,NA,NA,NA,NA,NA,NA,NA,"Boulevard","CA",32.6722,-116.315,NA,NA,NA,NA,NA,NA
"596",91906,NA,NA,NA,NA,NA,NA,NA,"Campo","CA",32.6643,-116.4651,NA,NA,NA,NA,NA,NA
"597",91908,NA,NA,NA,NA,NA,NA,NA,"Bonita","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"598",91909,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"599",91910,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",32.6387,-117.0669,NA,NA,NA,NA,NA,NA
"600",91911,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",32.6088,-117.0607,NA,NA,NA,NA,NA,NA
"601",91912,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"602",91913,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",32.6425,-116.9897,NA,NA,NA,NA,NA,NA
"603",91914,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",32.6626,-116.9541,NA,NA,NA,NA,NA,NA
"604",91915,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",32.6381,-116.952,NA,NA,NA,NA,NA,NA
"605",91916,NA,NA,NA,NA,NA,NA,NA,"Descanso","CA",32.8904,-116.6246,NA,NA,NA,NA,NA,NA
"606",91917,NA,NA,NA,NA,NA,NA,NA,"Dulzura","CA",32.6165,-116.7119,NA,NA,NA,NA,NA,NA
"607",91921,NA,NA,NA,NA,NA,NA,NA,"Chula Vista","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"608",91927,NA,NA,NA,NA,NA,NA,NA,"La Presa","CA",32.7015,-117.0021,NA,NA,NA,NA,NA,NA
"609",91931,NA,NA,NA,NA,NA,NA,NA,"Guatay","CA",32.8521,-116.5556,NA,NA,NA,NA,NA,NA
"610",91932,NA,NA,NA,NA,NA,NA,NA,"Imperial Beach","CA",32.5796,-117.1171,NA,NA,NA,NA,NA,NA
"611",91933,NA,NA,NA,NA,NA,NA,NA,"Imperial Beach","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"612",91934,NA,NA,NA,NA,NA,NA,NA,"Jacumba","CA",32.6244,-116.1703,NA,NA,NA,NA,NA,NA
"613",91935,NA,NA,NA,NA,NA,NA,NA,"Jamul","CA",32.7182,-116.8261,NA,NA,NA,NA,NA,NA
"614",91941,NA,NA,NA,NA,NA,NA,NA,"La Mesa","CA",32.7618,-117.0127,NA,NA,NA,NA,NA,NA
"615",91942,NA,NA,NA,NA,NA,NA,NA,"La Mesa","CA",32.785,-117.0186,NA,NA,NA,NA,NA,NA
"616",91943,NA,NA,NA,NA,NA,NA,NA,"La Mesa","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"617",91944,NA,NA,NA,NA,NA,NA,NA,"La Mesa","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"618",91945,NA,NA,NA,NA,NA,NA,NA,"Lemon Grove","CA",32.7335,-117.0337,NA,NA,NA,NA,NA,NA
"619",91946,NA,NA,NA,NA,NA,NA,NA,"Lemon Grove","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"620",91947,NA,NA,NA,NA,NA,NA,NA,"Lincoln Acres","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"621",91948,NA,NA,NA,NA,NA,NA,NA,"Mount Laguna","CA",32.8753,-116.4283,NA,NA,NA,NA,NA,NA
"622",91950,NA,NA,NA,NA,NA,NA,NA,"National City","CA",32.6709,-117.0927,NA,NA,NA,NA,NA,NA
"623",91951,NA,NA,NA,NA,NA,NA,NA,"National City","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"624",91962,NA,NA,NA,NA,NA,NA,NA,"Pine Valley","CA",32.7733,-116.4914,NA,NA,NA,NA,NA,NA
"625",91963,NA,NA,NA,NA,NA,NA,NA,"Potrero","CA",32.6208,-116.6067,NA,NA,NA,NA,NA,NA
"626",91976,NA,NA,NA,NA,NA,NA,NA,"Spring Valley","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"627",91977,NA,NA,NA,NA,NA,NA,NA,"Spring Valley","CA",32.7211,-116.9961,NA,NA,NA,NA,NA,NA
"628",91978,NA,NA,NA,NA,NA,NA,NA,"Spring Valley","CA",32.7325,-116.9509,NA,NA,NA,NA,NA,NA
"629",91979,NA,NA,NA,NA,NA,NA,NA,"Spring Valley","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"630",91980,NA,NA,NA,NA,NA,NA,NA,"Tecate","CA",32.5885,-116.6303,NA,NA,NA,NA,NA,NA
"631",91987,NA,NA,NA,NA,NA,NA,NA,"Tecate","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"632",91990,NA,NA,NA,NA,NA,NA,NA,"Potrero","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"633",92002,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","CA",33.198,-117.2347,NA,NA,NA,NA,NA,NA
"634",92003,NA,NA,NA,NA,NA,NA,NA,"Bonsall","CA",33.2893,-117.2001,NA,NA,NA,NA,NA,NA
"635",92004,NA,NA,NA,NA,NA,NA,NA,"Borrego Springs","CA",33.184,-116.266,NA,NA,NA,NA,NA,NA
"636",92007,NA,NA,NA,NA,NA,NA,NA,"Cardiff By The Sea","CA",33.0267,-117.2782,NA,NA,NA,NA,NA,NA
"637",92008,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","CA",33.1581,-117.3265,NA,NA,NA,NA,NA,NA
"638",92009,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","CA",33.0978,-117.2674,NA,NA,NA,NA,NA,NA
"639",92013,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"640",92014,NA,NA,NA,NA,NA,NA,NA,"Del Mar","CA",32.9618,-117.2597,NA,NA,NA,NA,NA,NA
"641",92018,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"642",92019,NA,NA,NA,NA,NA,NA,NA,"El Cajon","CA",32.7887,-116.9049,NA,NA,NA,NA,NA,NA
"643",92020,NA,NA,NA,NA,NA,NA,NA,"El Cajon","CA",32.7991,-116.9733,NA,NA,NA,NA,NA,NA
"644",92021,NA,NA,NA,NA,NA,NA,NA,"El Cajon","CA",32.8201,-116.9123,NA,NA,NA,NA,NA,NA
"645",92022,NA,NA,NA,NA,NA,NA,NA,"El Cajon","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"646",92023,NA,NA,NA,NA,NA,NA,NA,"Encinitas","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"647",92024,NA,NA,NA,NA,NA,NA,NA,"Encinitas","CA",33.0531,-117.2686,NA,NA,NA,NA,NA,NA
"648",92025,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.1069,-117.0708,NA,NA,NA,NA,NA,NA
"649",92026,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.1815,-117.1114,NA,NA,NA,NA,NA,NA
"650",92027,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.1427,-117.0305,NA,NA,NA,NA,NA,NA
"651",92028,NA,NA,NA,NA,NA,NA,NA,"Fallbrook","CA",33.3804,-117.2061,NA,NA,NA,NA,NA,NA
"652",92029,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.0879,-117.1156,NA,NA,NA,NA,NA,NA
"653",92030,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"654",92031,NA,NA,NA,NA,NA,NA,NA,"Adelanto","CA",34.5875,-117.4063,NA,NA,NA,NA,NA,NA
"655",92033,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"656",92036,NA,NA,NA,NA,NA,NA,NA,"Julian","CA",33.0276,-116.5311,NA,NA,NA,NA,NA,NA
"657",92037,NA,NA,NA,NA,NA,NA,NA,"La Jolla","CA",32.8388,-117.2616,NA,NA,NA,NA,NA,NA
"658",92038,NA,NA,NA,NA,NA,NA,NA,"La Jolla","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"659",92039,NA,NA,NA,NA,NA,NA,NA,"La Jolla","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"660",92040,NA,NA,NA,NA,NA,NA,NA,"Lakeside","CA",32.8738,-116.9048,NA,NA,NA,NA,NA,NA
"661",92046,NA,NA,NA,NA,NA,NA,NA,"Escondido","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"662",92049,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"663",92051,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"664",92052,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"665",92054,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.2025,-117.3608,NA,NA,NA,NA,NA,NA
"666",92055,NA,NA,NA,NA,NA,NA,NA,"Camp Pendleton","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"667",92056,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.1954,-117.2823,NA,NA,NA,NA,NA,NA
"668",92057,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.2409,-117.2985,NA,NA,NA,NA,NA,NA
"669",92058,NA,NA,NA,NA,NA,NA,NA,"Oceanside","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"670",92059,NA,NA,NA,NA,NA,NA,NA,"Pala","CA",33.3692,-117.0724,NA,NA,NA,NA,NA,NA
"671",92060,NA,NA,NA,NA,NA,NA,NA,"Palomar Mountain","CA",33.3082,-116.8471,NA,NA,NA,NA,NA,NA
"672",92061,NA,NA,NA,NA,NA,NA,NA,"Pauma Valley","CA",33.3119,-116.965,NA,NA,NA,NA,NA,NA
"673",92064,NA,NA,NA,NA,NA,NA,NA,"Poway","CA",32.9736,-117.037,NA,NA,NA,NA,NA,NA
"674",92065,NA,NA,NA,NA,NA,NA,NA,"Ramona","CA",33.0358,-116.8513,NA,NA,NA,NA,NA,NA
"675",92066,NA,NA,NA,NA,NA,NA,NA,"Ranchita","CA",33.2093,-116.5424,NA,NA,NA,NA,NA,NA
"676",92067,NA,NA,NA,NA,NA,NA,NA,"Rancho Santa Fe","CA",33.0165,-117.2026,NA,NA,NA,NA,NA,NA
"677",92068,NA,NA,NA,NA,NA,NA,NA,"San Luis Rey","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"678",92069,NA,NA,NA,NA,NA,NA,NA,"San Marcos","CA",33.1449,-117.1713,NA,NA,NA,NA,NA,NA
"679",92070,NA,NA,NA,NA,NA,NA,NA,"Santa Ysabel","CA",33.1668,-116.7106,NA,NA,NA,NA,NA,NA
"680",92071,NA,NA,NA,NA,NA,NA,NA,"Santee","CA",32.8468,-116.9898,NA,NA,NA,NA,NA,NA
"681",92072,NA,NA,NA,NA,NA,NA,NA,"Santee","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"682",92074,NA,NA,NA,NA,NA,NA,NA,"Poway","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"683",92075,NA,NA,NA,NA,NA,NA,NA,"Solana Beach","CA",32.9975,-117.2609,NA,NA,NA,NA,NA,NA
"684",92078,NA,NA,NA,NA,NA,NA,NA,"San Marcos","CA",33.122,-117.1561,NA,NA,NA,NA,NA,NA
"685",92079,NA,NA,NA,NA,NA,NA,NA,"San Marcos","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"686",92082,NA,NA,NA,NA,NA,NA,NA,"Valley Center","CA",33.2617,-117.0103,NA,NA,NA,NA,NA,NA
"687",92083,NA,NA,NA,NA,NA,NA,NA,"Vista","CA",33.1796,-117.2446,NA,NA,NA,NA,NA,NA
"688",92084,NA,NA,NA,NA,NA,NA,NA,"Vista","CA",33.2133,-117.2147,NA,NA,NA,NA,NA,NA
"689",92085,NA,NA,NA,NA,NA,NA,NA,"Vista","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"690",92086,NA,NA,NA,NA,NA,NA,NA,"Warner Springs","CA",33.3372,-116.6936,NA,NA,NA,NA,NA,NA
"691",92088,NA,NA,NA,NA,NA,NA,NA,"Fallbrook","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"692",92090,NA,NA,NA,NA,NA,NA,NA,"El Cajon","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"693",92091,NA,NA,NA,NA,NA,NA,NA,"Rancho Santa Fe","CA",32.9935,-117.2131,NA,NA,NA,NA,NA,NA
"694",92092,NA,NA,NA,NA,NA,NA,NA,"La Jolla","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"695",92093,NA,NA,NA,NA,NA,NA,NA,"La Jolla","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"696",92096,NA,NA,NA,NA,NA,NA,NA,"San Marcos","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"697",92101,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7196,-117.1625,NA,NA,NA,NA,NA,NA
"698",92102,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.715,-117.1254,NA,NA,NA,NA,NA,NA
"699",92103,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.746,-117.1672,NA,NA,NA,NA,NA,NA
"700",92104,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7429,-117.1277,NA,NA,NA,NA,NA,NA
"701",92105,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7413,-117.0951,NA,NA,NA,NA,NA,NA
"702",92106,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7259,-117.2308,NA,NA,NA,NA,NA,NA
"703",92107,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7409,-117.2443,NA,NA,NA,NA,NA,NA
"704",92108,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7736,-117.1379,NA,NA,NA,NA,NA,NA
"705",92109,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7912,-117.2434,NA,NA,NA,NA,NA,NA
"706",92110,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7665,-117.2008,NA,NA,NA,NA,NA,NA
"707",92111,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.805,-117.1687,NA,NA,NA,NA,NA,NA
"708",92112,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"709",92113,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.6974,-117.12,NA,NA,NA,NA,NA,NA
"710",92114,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.707,-117.0542,NA,NA,NA,NA,NA,NA
"711",92115,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7603,-117.0703,NA,NA,NA,NA,NA,NA
"712",92116,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7624,-117.1225,NA,NA,NA,NA,NA,NA
"713",92117,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8239,-117.1997,NA,NA,NA,NA,NA,NA
"714",92118,NA,NA,NA,NA,NA,NA,NA,"Coronado","CA",32.6827,-117.1744,NA,NA,NA,NA,NA,NA
"715",92119,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8023,-117.0243,NA,NA,NA,NA,NA,NA
"716",92120,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7944,-117.0722,NA,NA,NA,NA,NA,NA
"717",92121,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.9,-117.2072,NA,NA,NA,NA,NA,NA
"718",92122,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8564,-117.2114,NA,NA,NA,NA,NA,NA
"719",92123,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8038,-117.136,NA,NA,NA,NA,NA,NA
"720",92124,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8228,-117.0984,NA,NA,NA,NA,NA,NA
"721",92126,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.9143,-117.1412,NA,NA,NA,NA,NA,NA
"722",92127,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0224,-117.1069,NA,NA,NA,NA,NA,NA
"723",92128,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.9989,-117.0705,NA,NA,NA,NA,NA,NA
"724",92129,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.961,-117.1251,NA,NA,NA,NA,NA,NA
"725",92130,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.9468,-117.2192,NA,NA,NA,NA,NA,NA
"726",92131,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.918,-117.0844,NA,NA,NA,NA,NA,NA
"727",92132,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.6437,-117.1384,NA,NA,NA,NA,NA,NA
"728",92133,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7335,-117.2165,NA,NA,NA,NA,NA,NA
"729",92134,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.5621,-117.0717,NA,NA,NA,NA,NA,NA
"730",92135,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"731",92136,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.6834,-117.1219,NA,NA,NA,NA,NA,NA
"732",92137,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8538,-117.1197,NA,NA,NA,NA,NA,NA
"733",92138,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"734",92139,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.6773,-117.0524,NA,NA,NA,NA,NA,NA
"735",92140,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7434,-117.2004,NA,NA,NA,NA,NA,NA
"736",92142,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"737",92143,NA,NA,NA,NA,NA,NA,NA,"San Ysidro","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"738",92145,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8891,-117.1005,NA,NA,NA,NA,NA,NA
"739",92147,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"740",92149,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"741",92150,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"742",92152,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"743",92153,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"744",92154,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.5744,-117.0563,NA,NA,NA,NA,NA,NA
"745",92155,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.6716,-117.1657,NA,NA,NA,NA,NA,NA
"746",92158,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"747",92159,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"748",92160,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"749",92161,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.8718,-117.2291,NA,NA,NA,NA,NA,NA
"750",92162,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"751",92163,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"752",92164,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"753",92165,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"754",92166,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"755",92167,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"756",92168,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"757",92169,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"758",92170,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"759",92171,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"760",92172,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"761",92173,NA,NA,NA,NA,NA,NA,NA,"San Ysidro","CA",32.5563,-117.0506,NA,NA,NA,NA,NA,NA
"762",92174,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"763",92175,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"764",92176,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"765",92177,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"766",92178,NA,NA,NA,NA,NA,NA,NA,"Coronado","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"767",92179,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.5726,-116.9187,NA,NA,NA,NA,NA,NA
"768",92182,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7751,-117.0762,NA,NA,NA,NA,NA,NA
"769",92184,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"770",92186,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"771",92187,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"772",92190,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"773",92191,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"774",92192,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"775",92193,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"776",92194,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"777",92195,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"778",92196,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"779",92197,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"780",92198,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",33.0169,-116.846,NA,NA,NA,NA,NA,NA
"781",92199,NA,NA,NA,NA,NA,NA,NA,"San Diego","CA",32.7516,-117.1918,NA,NA,NA,NA,NA,NA
"782",92201,NA,NA,NA,NA,NA,NA,NA,"Indio","CA",33.7153,-116.235,NA,NA,NA,NA,NA,NA
"783",92202,NA,NA,NA,NA,NA,NA,NA,"Indio","CA",33.7529,-116.0556,NA,NA,NA,NA,NA,NA
"784",92203,NA,NA,NA,NA,NA,NA,NA,"Indio","CA",33.7531,-116.2469,NA,NA,NA,NA,NA,NA
