tract,totYouthIndiv,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
536200,0,4,0,0,0,0,4
228320,0,90,0,0,0,0,90
228420,0,128,0,0,0,0,128
228500,0,17,0,0,0,0,17
228600,0,6,0,0,0,0,6
229200,0,47,0,0,0,0,47
229300,0,66,0,0,0,0,66
229410,0,26,0,0,0,0,26
229420,0,13,0,0,0,0,13
239201,0,65,0,0,0,0,65
239202,0,40,0,0,0,0,40
239310,0,30,0,0,0,0,30
239320,0,3,0,0,0,0,3
239330,0,29,0,0,0,0,29
239501,0,35,0,0,0,0,35
239502,0,11,0,0,0,0,11
239601,0,40,38,0,0,38,78
239602,0,31,0,0,0,0,31
239701,0,4,24,0,0,24,28
239702,0,20,0,0,0,0,20
239801,0,19,0,0,0,0,19
239802,0,57,0,0,0,0,57
480500,0,0,0,0,0,0,0
480600,0,5,0,0,0,0,5
480702,0,0,0,0,0,0,0
480703,0,0,0,0,0,0,0
480704,0,4,0,0,0,0,4
482521,0,6,0,0,0,0,6
408138,0,0,0,0,0,0,0
408139,0,0,0,0,0,0,0
408140,0,0,0,0,0,0,0
408141,0,0,0,0,0,0,0
237500,0,17,0,0,0,0,17
237600,0,0,0,0,0,0,0
237710,4,43,0,0,0,0,43
237720,0,6,0,0,0,0,6
237800,0,14,0,0,0,0,14
237900,0,4,0,0,0,0,4
238000,0,22,0,0,0,0,22
238100,0,19,0,0,0,0,19
238200,0,20,0,0,0,0,20
238310,0,7,0,0,0,0,7
238320,0,4,191,0,0,191,195
238400,2,12,0,0,0,0,12
240300,0,26,0,17,0,17,43
240401,0,34,0,0,0,0,34
240402,0,13,0,0,0,0,13
241201,0,2,0,0,0,0,2
241300,0,18,0,0,0,0,18
502005,0,12,0,0,0,0,12
502901,0,0,0,0,0,0,0
503000,0,48,0,0,0,0,48
503103,0,21,0,0,0,0,21
503104,0,19,0,0,0,0,19
503105,0,15,0,26,0,26,41
503106,1,3,0,0,0,0,3
503201,0,0,0,0,0,0,0
503202,0,0,0,0,0,0,0
503302,0,7,0,71,0,71,78
503501,0,0,0,0,0,0,0
503502,0,8,0,0,0,0,8
920326,0,0,0,0,0,0,0
920338,0,0,0,0,0,0,0
920339,0,9,0,0,0,0,9
143200,0,6,0,0,0,0,6
143300,0,9,0,0,0,0,9
143400,0,2,0,0,0,0,2
143500,0,10,0,0,0,0,10
143602,0,2,0,0,0,0,2
143603,0,2,0,0,0,0,2
143604,0,38,0,0,0,0,38
143800,0,5,0,0,0,0,5
143901,0,6,0,0,0,0,6
143902,0,35,0,0,0,0,35
102103,0,20,0,0,0,0,20
102104,0,28,0,0,0,0,28
102105,0,10,0,0,0,0,10
121010,0,27,0,0,0,0,27
121101,0,11,0,0,0,0,11
121102,0,40,0,0,0,0,40
121210,6,27,0,0,0,0,27
121221,0,18,0,0,0,0,18
121222,0,50,0,0,0,0,50
121900,0,17,167,254,0,421,438
122120,0,3,0,0,0,0,3
122121,0,5,0,0,0,0,5
122122,0,119,0,50,0,50,169
122200,0,21,0,0,0,0,21
123010,0,38,0,0,0,0,38
123020,0,0,0,0,0,0,0
101110,0,6,0,0,0,0,6
101122,0,6,0,0,0,0,6
101210,0,19,0,0,0,0,19
101220,0,39,0,0,0,0,39
101300,0,33,0,0,0,0,33
101400,0,17,0,0,0,0,17
103101,0,23,0,0,0,0,23
103102,0,2,0,0,0,0,2
103400,0,17,0,0,0,0,17
980026,0,13,0,0,0,0,13
106010,0,8,0,0,0,0,8
106020,0,0,0,0,0,0,0
106111,0,0,0,0,0,0,0
106112,0,8,0,0,0,0,8
106113,0,25,0,0,0,0,25
106114,0,3,0,0,0,0,3
106403,0,11,0,0,0,0,11
106405,0,4,0,0,0,0,4
106406,0,4,0,0,0,0,4
106407,0,36,0,16,0,16,52
106408,0,10,0,0,0,0,10
106510,0,21,0,0,0,0,21
106520,0,11,0,0,0,0,11
106604,0,13,0,0,0,0,13
106648,0,0,0,0,0,0,0
106649,0,6,0,0,0,0,6
107010,0,33,0,0,0,0,33
107020,0,28,0,0,0,0,28
132900,0,3,0,0,0,0,3
133100,0,20,0,0,0,0,20
134901,0,3,0,0,0,0,3
139301,0,10,0,0,0,0,10
139302,0,5,0,0,0,0,5
139303,0,6,0,0,0,0,6
139401,0,15,0,0,0,0,15
139402,0,26,0,0,0,0,26
139801,0,0,0,0,0,0,0
139802,0,0,0,0,0,0,0
431800,0,0,0,0,0,0,0
431900,0,11,0,0,0,0,11
432000,0,2,0,0,0,0,2
432101,0,0,0,0,0,0,0
432102,0,3,0,0,0,0,3
480101,0,1,0,0,0,0,1
481201,0,2,0,0,0,0,2
800102,0,0,0,0,0,0,0
650001,0,0,0,0,0,0,0
650003,0,3,0,0,0,0,3
650004,0,0,0,0,0,0,0
650101,0,4,0,0,0,0,4
650102,0,2,0,0,0,0,2
650200,0,7,0,0,0,0,7
650300,0,18,0,0,0,0,18
650401,0,1,0,0,0,0,1
650501,0,6,0,0,0,0,6
650502,0,4,0,0,0,0,4
650602,0,11,0,0,0,0,11
650603,0,9,0,0,0,0,9
650604,0,2,0,0,0,0,2
650605,0,0,0,0,0,0,0
650701,0,4,0,0,0,0,4
650702,0,0,0,0,0,0,0
650800,0,1,0,0,0,0,1
650901,0,2,0,0,0,0,2
650902,0,0,0,0,0,0,0
651001,0,0,0,0,0,0,0
651002,0,6,0,0,0,0,6
651101,0,2,0,0,0,0,2
651102,0,0,0,0,0,0,0
651201,0,8,0,0,0,0,8
651221,0,0,0,0,0,0,0
651222,0,2,0,0,0,0,2
651302,0,5,0,0,0,0,5
651304,0,3,0,0,0,0,3
651401,0,0,0,0,0,0,0
651402,0,0,0,0,0,0,0
980005,0,7,0,0,0,0,7
701100,0,39,45,300,0,345,384
900102,4,206,0,0,0,0,206
900103,0,232,0,0,0,0,232
900104,0,184,0,0,0,0,184
900201,1,11,0,0,0,0,11
900300,0,9,0,0,0,0,9
900900,0,13,0,0,0,0,13
901209,0,32,0,0,0,0,32
901210,0,0,0,0,0,0,0
910001,0,373,0,0,0,0,373
910002,0,152,0,0,0,0,152
910205,0,4,0,0,0,0,4
910804,0,21,0,0,0,0,21
910805,0,0,0,0,0,0,0
910811,0,10,0,0,0,0,10
910812,0,13,0,0,0,0,13
910813,0,0,0,0,0,0,0
911001,0,216,0,0,0,0,216
920012,0,3,0,0,0,0,3
980003,0,4,0,0,0,0,4
599100,0,19,0,0,0,0,19
320000,0,3,0,0,0,0,3
224410,0,40,0,0,0,0,40
224420,0,8,0,0,0,0,8
224700,0,9,0,0,0,0,9
407501,0,3,0,0,0,0,3
407502,0,0,0,0,0,0,0
407900,0,1,0,0,0,0,1
124000,0,2,0,0,0,0,2
124400,0,0,0,0,0,0,0
124902,0,4,0,0,0,0,4
124903,0,22,0,0,0,0,22
125100,0,0,0,0,0,0,0
125200,1,35,0,0,0,0,35
123510,0,5,0,0,0,0,5
123520,0,2,0,0,0,0,2
123601,0,16,0,0,0,0,16
123602,0,4,0,0,0,0,4
127102,0,51,0,0,0,0,51
127103,0,5,0,0,0,0,5
127104,0,0,0,0,0,0,0
127210,3,22,0,0,0,0,22
127220,0,15,0,0,0,0,15
127300,0,28,0,0,0,0,28
127711,0,9,0,0,0,0,9
127712,0,1,0,0,0,0,1
127803,0,4,0,0,0,0,4
127804,1,4,0,0,0,0,4
127805,0,11,0,0,0,0,11
127806,0,5,0,0,0,0,5
127910,0,49,0,0,0,0,49
127920,0,26,0,0,0,0,26
128101,0,0,0,0,0,0,0
128102,0,5,0,4,0,4,9
128210,0,31,0,39,0,39,70
128220,0,12,0,0,0,0,12
128302,0,20,0,0,0,0,20
128303,0,30,15,0,0,15,45
128400,0,39,0,0,0,0,39
128601,0,22,0,0,0,0,22
273100,0,68,0,0,0,0,68
273200,0,77,0,18,0,18,95
273300,0,128,0,0,0,0,128
273402,0,178,0,0,0,0,178
273502,29,116,0,0,0,0,116
273600,0,32,0,0,0,0,32
273700,0,20,0,0,0,0,20
273800,0,27,0,0,0,0,27
273902,0,50,0,0,0,0,50
274100,0,123,0,0,0,0,123
274202,1,52,0,0,0,0,52
231500,0,18,0,0,0,0,18
231600,0,22,0,22,0,22,44
231710,0,23,0,0,0,0,23
231720,0,136,0,0,0,0,136
231800,0,333,0,0,0,0,333
231900,14,61,0,0,0,0,61
232110,0,19,0,0,0,0,19
232120,1,50,0,0,0,0,50
232200,0,10,0,0,0,0,10
232300,0,15,0,31,0,31,46
232400,0,39,103,0,0,103,142
232500,0,11,17,41,0,58,69
232600,0,17,0,0,0,0,17
232700,0,138,331,30,0,361,499
232800,3,49,0,0,0,0,49
237101,0,11,0,0,0,0,11
237102,0,8,0,0,0,0,8
237201,0,18,0,0,0,0,18
237202,0,78,0,0,0,0,78
237300,0,1,89,0,0,89,90
237401,0,12,0,0,0,0,12
237402,0,6,0,0,0,0,6
532400,0,55,0,0,0,0,55
703100,0,7,0,0,0,0,7
703200,0,13,0,0,0,0,13
405400,0,0,0,0,0,0,0
403401,0,2,0,0,0,0,2
403402,0,1,0,0,0,0,1
403403,0,0,0,0,0,0,0
403404,0,0,0,0,0,0,0
403405,0,0,0,0,0,0,0
403406,0,0,0,0,0,0,0
403407,0,0,0,0,0,0,0
403408,0,0,0,0,0,0,0
242000,2,12,94,0,0,94,106
242100,0,17,0,0,0,0,17
242200,1,13,0,0,0,0,13
242300,0,16,0,0,0,0,16
242600,0,46,0,0,0,0,46
242700,1,44,0,0,0,0,44
243000,0,27,0,0,0,0,27
243100,1,33,0,0,0,0,33
218110,0,6,0,6,0,6,12
218120,0,9,0,28,0,28,37
218701,0,4,0,0,0,0,4
218702,0,10,0,0,0,0,10
218800,0,3,0,0,0,0,3
218900,0,2,0,0,0,0,2
219010,0,17,0,0,0,0,17
219020,0,9,0,0,0,0,9
219300,1,15,0,0,0,0,15
221210,0,1,0,0,0,0,1
221302,0,41,0,0,0,0,41
221303,0,38,0,0,0,0,38
221304,0,1,0,41,0,41,42
221401,0,5,0,0,0,0,5
221402,0,17,8,39,0,47,64
543502,0,10,0,0,0,0,10
543503,0,20,0,0,0,0,20
543602,0,22,0,0,0,0,22
543603,0,80,0,6,0,6,86
541001,0,74,0,0,0,0,74
541100,0,45,0,0,0,0,45
405301,0,0,0,0,0,0,0
405302,0,0,0,0,0,0,0
405500,0,0,0,0,0,0,0
405600,0,0,0,0,0,0,0
406200,0,5,0,0,0,0,5
406300,0,0,0,0,0,0,0
406402,0,0,0,0,0,0,0
406411,0,0,0,0,0,0,0
406412,0,0,0,0,0,0,0
406500,0,7,0,0,0,0,7
406601,0,2,0,0,0,0,2
406602,0,0,0,0,0,0,0
406701,0,0,0,0,0,0,0
406702,0,10,0,0,0,0,10
406800,0,4,0,0,0,0,4
407400,0,0,0,0,0,0,0
408003,0,0,0,0,0,0,0
408004,0,0,0,0,0,0,0
408005,0,0,0,0,0,0,0
408006,0,6,0,0,0,0,6
408133,0,0,0,0,0,0,0
408134,0,0,0,0,0,0,0
408135,0,6,0,0,0,0,6
408136,0,0,0,0,0,0,0
408137,0,8,0,0,0,0,8
113231,0,0,0,0,0,0,0
113232,0,0,0,0,0,0,0
134302,0,0,0,0,0,0,0
134421,0,15,0,0,0,0,15
134422,0,0,0,0,0,0,0
134423,0,6,0,0,0,0,6
134424,0,0,0,0,0,0,0
135102,0,0,0,0,0,0,0
135201,0,12,0,0,0,0,12
135202,0,0,0,0,0,0,0
135203,0,2,0,0,0,0,2
700101,0,35,0,0,0,0,35
700102,0,8,0,0,0,0,8
700200,0,9,0,0,0,0,9
700300,0,10,0,0,0,0,10
700400,0,7,0,0,0,0,7
700501,0,3,0,0,0,0,3
700502,0,9,0,0,0,0,9
406901,0,14,0,0,0,0,14
406902,0,0,0,0,0,0,0
407001,0,0,0,0,0,0,0
407301,0,15,0,0,0,0,15
407302,0,7,0,0,0,0,7
501001,0,11,0,0,0,0,11
501002,0,1,0,0,0,0,1
502200,0,9,0,0,0,0,9
502301,0,0,0,0,0,0,0
502302,0,15,0,0,0,0,15
276000,0,2,0,0,0,0,2
276100,0,21,0,0,0,0,21
276400,0,7,0,0,0,0,7
276500,0,2,0,17,0,17,19
276601,0,5,0,0,0,0,5
276603,0,9,0,0,0,0,9
276604,0,4,0,0,0,0,4
277000,0,29,0,0,0,0,29
277100,0,8,0,0,0,0,8
277200,0,11,0,0,0,0,11
277400,0,349,0,0,0,0,349
278001,0,36,0,0,0,0,36
278102,0,8,0,0,0,0,8
980028,0,24,0,0,0,0,24
208301,0,13,0,0,0,0,13
208302,0,13,29,70,0,99,112
208720,0,11,81,0,0,81,92
208801,3,36,0,0,0,0,36
208802,1,10,0,0,0,0,10
208902,0,12,0,0,0,0,12
208903,0,19,2,148,0,150,169
208904,0,7,0,0,0,0,7
209102,0,158,0,29,0,29,187
209103,0,11,0,0,0,0,11
209104,0,2,0,98,0,98,100
209300,1,68,0,0,0,0,68
209401,0,61,0,0,0,0,61
209402,0,18,0,0,0,0,18
209403,0,36,0,0,0,0,36
209510,0,25,0,0,0,0,25
209520,0,21,0,0,0,0,21
212202,0,18,0,0,0,0,18
212203,0,11,0,0,0,0,11
212204,0,20,0,0,0,0,20
213401,0,1,0,0,0,0,1
800325,0,0,0,0,0,0,0
800326,0,41,0,0,0,0,41
600100,0,20,0,0,0,0,20
600201,0,14,0,0,0,0,14
600202,0,29,0,0,0,0,29
600302,0,11,0,0,0,0,11
600303,0,56,0,0,0,0,56
600304,0,60,16,0,0,16,76
600400,0,16,0,0,0,0,16
602801,0,88,0,0,0,0,88
602802,0,55,0,0,0,0,55
267100,0,12,0,0,0,0,12
267200,1,68,0,0,0,0,68
267800,0,9,103,0,0,103,112
267901,0,1,0,0,0,0,1
267902,0,0,0,0,0,0,0
269000,1,10,0,0,0,0,10
269300,0,10,0,0,0,0,10
271100,0,13,0,0,0,0,13
265100,0,0,0,0,0,0,0
265201,0,1,0,0,0,0,1
265202,0,37,0,0,0,0,37
265301,0,5,0,0,0,0,5
265303,0,0,0,0,0,0,0
265304,0,0,0,0,0,0,0
265305,0,7,0,0,0,0,7
265420,0,4,0,0,0,0,4
265510,0,13,0,0,0,0,13
265520,0,74,0,123,0,123,197
265601,0,0,0,0,0,0,0
265602,0,0,0,0,0,0,0
265700,0,3,0,0,0,0,3
500202,0,0,0,0,0,0,0
500300,0,2,6,0,0,6,8
501200,0,5,0,0,0,0,5
501300,0,7,0,0,0,0,7
501400,0,15,0,0,0,0,15
501501,0,3,0,0,0,0,3
501503,0,3,0,0,0,0,3
501504,4,50,0,0,0,0,50
501600,0,0,0,0,0,0,0
501700,0,0,0,0,0,0,0
501802,0,0,0,0,0,0,0
501803,0,7,0,0,0,0,7
501804,0,2,0,0,0,0,2
501900,0,3,0,0,0,0,3
502003,0,3,0,0,0,0,3
502004,0,39,0,0,0,0,39
502100,0,44,0,0,0,0,44
503301,0,0,79,0,0,79,79
503401,0,1,0,0,0,0,1
503402,0,0,0,0,0,0,0
433802,0,5,60,0,0,60,65
540600,0,17,0,0,0,0,17
540700,0,49,0,0,0,0,49
540800,0,14,0,0,0,0,14
540901,0,33,0,0,0,0,33
540902,0,195,0,0,0,0,195
541400,0,15,0,0,0,0,15
541500,0,6,0,0,0,0,6
294110,0,86,0,0,0,0,86
294120,0,8,0,0,0,0,8
294200,0,35,0,0,0,0,35
294301,0,10,0,0,0,0,10
294302,0,47,0,0,0,0,47
294410,0,17,0,0,0,0,17
294510,0,2,0,0,0,0,2
294520,0,0,0,0,0,0,0
294610,0,16,0,0,0,0,16
294620,0,0,0,0,0,0,0
294701,0,35,19,0,0,19,54
294810,0,38,0,0,0,0,38
294820,0,23,0,0,0,0,23
294830,0,49,0,0,0,0,49
294900,0,1,0,0,0,0,1
980014,0,220,0,0,0,0,220
980031,0,24,0,0,0,0,24
192510,0,32,0,0,0,0,32
192520,0,7,0,0,0,0,7
192610,0,35,0,0,0,0,35
192620,0,61,0,0,0,0,61
211201,0,8,0,0,0,0,8
211202,0,6,0,0,0,0,6
211310,0,4,0,0,0,0,4
211320,0,10,0,0,0,0,10
211410,0,0,0,0,0,0,0
211420,0,9,0,0,0,0,9
211802,0,24,0,0,0,0,24
211803,0,2,0,0,0,0,2
211804,0,4,0,0,0,0,4
211910,0,2,0,22,0,22,24
211921,0,5,0,0,0,0,5
211922,0,0,0,0,0,0,0
212101,0,29,0,0,0,0,29
212102,0,13,0,0,0,0,13
212303,0,11,0,0,0,0,11
212304,0,3,0,0,0,0,3
212305,0,9,0,0,0,0,9
212306,0,4,0,0,0,0,4
212410,0,5,0,0,0,0,5
212420,0,10,0,0,0,0,10
212501,0,2,0,0,0,0,2
212502,0,19,0,0,0,0,19
213201,0,13,0,0,0,0,13
113421,0,12,0,0,0,0,12
113422,0,18,0,0,0,0,18
134001,0,12,0,0,0,0,12
134002,0,5,0,0,0,0,5
134101,0,0,0,0,0,0,0
134103,0,0,0,0,0,0,0
134104,0,11,0,0,0,0,11
134710,0,23,0,0,0,0,23
134720,0,8,0,0,0,0,8
134800,0,3,0,0,0,0,3
134904,0,0,0,0,0,0,0
134903,0,8,0,0,0,0,8
134905,0,11,0,0,0,0,11
135111,0,1,0,0,0,0,1
135113,0,17,0,0,0,0,17
135114,0,2,0,0,0,0,2
137000,0,0,0,0,0,0,0
137103,0,7,0,0,0,0,7
137104,0,45,0,0,0,0,45
137201,0,18,0,0,0,0,18
137301,0,33,0,0,0,0,33
137302,0,4,0,0,0,0,4
137401,0,6,0,0,0,0,6
137402,0,5,0,0,0,0,5
137501,0,5,0,0,0,0,5
137502,0,13,0,0,0,0,13
137504,0,0,0,0,0,0,0
138000,0,0,0,0,0,0,0
930401,0,5,0,0,0,0,5
